,Max Torque,Max Torque(Nm)
786,320Nm@1750-2500rpm,320.0
787,115Nm@4000rpm,115.0
788,85Nm@3000rpm,85.0
789,113Nm@3300rpm,113.0
790,113Nm@4400rpm,113.0
791,90Nm@3500rpm,90.0
792,96Nm@3500rpm,96.0
793,320Nm@1600-2800rpm,320.0
794,121.5Nm@4200rpm,121.5
795,122Nm@4000rpm,122.0
796,365@1200-4500rpm,365.0
797,113Nm@4200rpm,113.0
798,113Nm@4200rpm,113.0
799,115Nm@4000rpm,115.0
800,90.3Nm@4200rpm,90.3
801,114.7Nm@4000rpm,114.7
802,113.75nm@4000rpm,113.75
803,180Nm@2000rpm,180.0
804,138Nm@4400rpm,138.0
805,151Nm@4850rpm,151.0
806,96.1Nm@3000rpm,96.1
807,109Nm@4500rpm,109.0
808,96.1Nm@3000rpm,96.1
809,99Nm@4500 rpm,99.0
810,113Nm@4200rpm,113.0
811,200Nm@1750rpm,200.0
812,190Nm@2000rpm,190.0
813,145Nm@4600rpm,145.0
814,113Nm@4500rpm,113.0
815,470Nm@1750-2500rpm,470.0
816,172Nm@1500-4000rpm,172.0
817,145Nm@4600rpm,145.0
818,171Nm@1800rpm,171.0
819,111.8Nm@4000rpm,111.8
820,110Nm@4800rpm,110.0
821,109Nm@4500rpm,109.0
822,110Nm@4800rpm,110.0
823,450Nm@1500-5200rpm,450.0
824,190Nm@2000rpm,190.0
825,115Nm@4000rpm,115.0
826,140Nm@1800-3000rpm,140.0
827,113.75nm@4000rpm,113.75
828,"11@3,000 (kgm@rpm)",107.80000000000001
829,115Nm@4000rpm,115.0
830,89Nm@3500rpm,89.0
831,"12.7 @ 2,700 (kgm@rpm)",124.46000000000001
832,248Nm@2250rpm,248.0
833,350Nm@1750-2500rpm,350.0
834,145Nm@4300rpm,145.0
835,110Nm@3750rpm,110.0
836,114Nm@3500rpm,114.0
837,245Nm@1750rpm,245.0
838,380Nm@1750-3000rpm,380.0
839,91Nm@2500 rpm,91.0
840,126 Nm @ 3200 rpm,126.0
841,115Nm@4000rpm,115.0
842,219.7Nm@1500-2750rpm,219.7
843,180Nm@2000rpm,180.0
844,190Nm@2000rpm,190.0
845,109Nm@4500rpm,109.0
846,115Nm@4000rpm,115.0
847,113Nm@4400rpm,113.0
848,200Nm@1400-3400rpm,200.0
849,114Nm@4000rpm,114.0
850,113.75nm@4000rpm,113.75
851,115Nm@3750rpm,115.0
852,110Nm@4800rpm,110.0
853,145Nm@4300rpm,145.0
854,130Nm@4000rpm,130.0
855,4.8 kgm@3000 rpm,47.04
856,248Nm@2250rpm,248.0
857,190Nm@2000rpm,190.0
858,200Nm@1400-3400rpm,200.0
859,110Nm@4800rpm,110.0
860,250nm@1500-2750rpm,250.0
861,330Nm@1600-2800rpm,330.0
862,130Nm@4000rpm,130.0
863,110 Nm @ 3200 rpm,110.0
864,113.75nm@4000rpm,113.75
865,113Nm@4400rpm,113.0
866,343Nm@1400-2800rpm,343.0
867,113Nm@4400rpm,113.0
868,360Nm@1200-3400rpm,360.0
869,110Nm@4800rpm,110.0
870,200Nm@1900rpm,200.0
871,175nm@1750-4000rpm,175.0
873,113Nm@4200rpm,113.0
874,112Nm@4000rpm,112.0
875,"11.4 kgm at 4,000 rpm",111.72000000000001
876,140Nm@1800-3000rpm,140.0
877,259.8Nm@1900-2750rpm,259.8
878,113Nm@4200rpm,113.0
879,250Nm@2500-4000rpm,250.0
881,115Nm@4000rpm,115.0
882,190Nm@2000rpm,190.0
883,250Nm@1500-2500rpm,250.0
884,190Nm@2000rpm,190.0
885,190Nm@2000rpm,190.0
886,330Nm@1600-2800rpm,330.0
887,130@2500(kgm@rpm),1274.0
888,113Nm@4400rpm,113.0
889,219.7Nm@1500-2750rpm,219.7
890,130@2500(kgm@rpm),1274.0
891,195Nm@1400-2200rpm,195.0
893,160Nm@2000rpm,160.0
894,113Nm@4200rpm,113.0
895,20.4@1400-3400 (kgm@rpm),199.92
896,116Nm@4750rpm,116.0
897,115Nm@4000rpm,115.0
898,4.8 kgm@3000 rpm,47.04
899,"25.2 @ 1,500â€“4,500 (kgm@rpm)",246.96
900,138Nm@4400rpm,138.0
901,240Nm@1750rpm,240.0
903,114.7Nm@4000rpm,114.7
904,145Nm@4600rpm,145.0
905,400Nm@1750-2500rpm,400.0
906,200Nm@1750rpm,200.0
907,109Nm@4500rpm,109.0
908,151Nm@4850rpm,151.0
909,99.04Nm@4500rpm,99.04
910,113.8nm@4000rpm,113.8
911,154.9Nm@4200rpm,154.9
912,200Nm@1200-3600rpm,200.0
913,104Nm@4000rpm,104.0
915,"14.9 @ 3,400 (kgm@rpm)",146.02
916,99.04Nm@4500rpm,99.04
917,190Nm@2000rpm,190.0
918,259.9Nm@1900-2750rpm,259.9
919,170nm@1750-4000rpm,170.0
920,140Nm@4400rpm,140.0
921,113Nm@4400rpm,113.0
922,330Nm@1600-2800rpm,330.0
923,96.1Nm@3000rpm,96.1
924,154.9Nm@4200rpm,154.9
925,145Nm@4600rpm,145.0
926,153Nm@3750-3800rpm,153.0
927,180Nm@2000rpm,180.0
928,151Nm@4850rpm,151.0
929,205Nm@1750-3250rpm,205.0
930,400Nm@1750-2500rpm,400.0
931,250Nm@1500-4500rpm,250.0
932,330Nm@1600-2800rpm,330.0
933,240Nm@1600-2800rpm,240.0
934,250Nm@1500-4500rpm,250.0
936,197Nm@1750rpm,197.0
937,191nm@4500rpm,191.0
938,117nm@4000rpm,117.0
939,74.5Nm@4000rpm,74.5
940,110Nm@4800rpm,110.0
941,151Nm@4850rpm,151.0
942,117nm@4000rpm,117.0
943,151Nm@4850rpm,151.0
944,151Nm@4850rpm,151.0
945,300Nm@1600-3000rpm,300.0
946,89Nm@3500rpm,89.0
947,259.9Nm@1900-2750rpm,259.9
948,109Nm@4500rpm,109.0
949,110Nm@4800rpm,110.0
950,113Nm@4200rpm,113.0
951,400Nm@1750-2500rpm,400.0
952,191nm@4500rpm,191.0
953,250nm@1500-3500rpm,250.0
954,144nm@4500rpm,144.0
955,259.87NM@1500-3000rpm,259.87
956,"25 @ 1,800-2,800 (kgm@rpm)",245.00000000000003
957,172Nm@1500-4000rpm,172.0
958,200Nm@1750rpm,200.0
959,98Nm@3000rpm,98.0
960,110Nm@4800rpm,110.0
961,98Nm@3000rpm,98.0
962,90Nm@3500rpm,90.0
963,200Nm@2000-3500rpm,200.0
964,113.76nm@4000rpm,113.76
965,74.5Nm@4000rpm,74.5
966,380Nm@1750-2750rpm,380.0
967,136.8Nm@4400rpm,136.8
968,113Nm@4200rpm,113.0
969,69Nm@3500rpm,69.0
971,200Nm@1200-3600rpm,200.0
972,200Nm@1200-3600rpm,200.0
973,250Nm@2500-4000rpm,250.0
974,200Nm@2000-3500rpm,200.0
975,500Nm@1600-1800rpm,500.0
977,96Nm@3500rpm,96.0
978,72Nm@4386rpm,72.0
980,90Nm@3500rpm,90.0
981,259.87nm@1500-3000rpm,259.87
982,89Nm@3500rpm,89.0
983,242nm@1500-3200rpm,242.0
985,113.75nm@4000rpm,113.75
986,"35.0 @1,750 (kgm@rpm)",343.0
987,113.8nm@4000rpm,113.8
988,114Nm@3500rpm,114.0
989,380Nm@2000rpm,380.0
990,380Nm@1750-2750rpm,380.0
991,115Nm@4000rpm,115.0
992,172.5 Nm@1750rpm,172.5
993,170Nm@1750-4000rpm,170.0
994,219.6Nm@1750-2750rpm,219.6
995,51Nm@4000+/-500rpm,51.0
996,96.1Nm@3000rpm,96.1
997,320nm@1500-4100rpm,320.0
998,400Nm,400.0
999,96Nm@3500rpm,96.0
1000,91Nm@4250rpm,91.0
1001,13.1 kgm @ 4600 rpm,128.38
1002,172Nm@1500-4000rpm,172.0
1003,74.5Nm@4000rpm,74.5
1004,178Nm@1750-4500rpm,178.0
1005,250Nm@1750-2500rpm,250.0
1006,113Nm@4200rpm,113.0
1007,152Nm@2200-4400rpm,152.0
1008,190Nm@2000rpm,190.0
1009,248Nm@2250rpm,248.0
1010,102Nm@4000rpm,102.0
1011,144nm@4500rpm,144.0
1012,114Nm@3500rpm,114.0
1013,136Nm@4250rpm,136.0
1015,240Nm@1600-2800rpm,240.0
1017,144Nm@4500rpm,144.0
1018,114Nm@4000rpm,114.0
1019,151Nm@4850rpm,151.0
1020,171.6Nm@1500-4000rpm,171.6
1021,113.7Nm@4000rpm,113.7
1022,205Nm@1750-3250rpm,205.0
1023,91Nm@4250rpm,91.0
1024,151Nm@4850rpm,151.0
1025,245nm@4000rpm,245.0
1026,145Nm@4600rpm,145.0
1027,170Nm@1750-4000rpm,170.0
1028,250Nm@1500-2500rpm,250.0
1029,146Nm at 4800 rpm,146.0
1030,200Nm@1750rpm,200.0
1031,"11.5@4,500 (kgm@rpm)",112.7
1032,96Nm@3500rpm,96.0
1034,96Nm@3500rpm,96.0
1035,111.7Nm@4000rpm,111.7
1036,420Nm@1750rpm,420.0
1037,300Nm@1750-2500rpm,300.0
1038,69Nm@3500rpm,69.0
1039,113.75nm@4000rpm,113.75
1040,140Nm@1800-3000rpm,140.0
1041,115Nm@3500-3600rpm,115.0
1042,110Nm@4800rpm,110.0
1043,160Nm@2000rpm,160.0
1044,89Nm@3500rpm,89.0
1045,"35.7@1,250 (kgm@rpm)",349.86000000000007
1046,115Nm@4000rpm,115.0
1047,113Nm@4400rpm,113.0
1048,"13.5@2,500 (kgm@rpm)",132.3
1049,515Nm@3500rpm,515.0
1050,515Nm@3500rpm,515.0
1051,160Nm@2000rpm,160.0
1052,155 Nm at 1600-2800 rpm,155.0
1053,"25.5 @ 1,500-3,000 (kgm@rpm)",249.9
1054,"12.5@3,000 (kgm@rpm)",122.50000000000001
1056,109Nm@4500rpm,109.0
1057,91Nm@4250rpm,91.0
1058,113.75nm@4000rpm,113.75
1059,90Nm@3500rpm,90.0
1060,135Nm@2500rpm,135.0
1061,91Nm@4250rpm,91.0
1062,330Nm@1600-2800rpm,330.0
1063,115Nm@4000rpm,115.0
1064,72Nm@4250rpm,72.0
1066,113Nm@4200rpm,113.0
1067,172nm@1500-4000rpm,172.0
1068,330Nm@1600-2800rpm,330.0
1069,99.04Nm@4500rpm,99.04
1070,140Nm@1800-3000rpm,140.0
1071,200Nm@2000rpm,200.0
1072,130@2500(kgm@rpm),1274.0
1073,"12.5 @ 3,500 (kgm@rpm)",122.50000000000001
1074,90Nm@3500rpm,90.0
1075,300Nm@1250-3000rpm,300.0
1076,111.7Nm@4000rpm,111.7
1077,450Nm@2000rpm,450.0
1078,330Nm@1600-2800rpm,330.0
1079,145Nm@4600rpm,145.0
1080,200Nm@1750rpm,200.0
1081,114.7Nm@4000rpm,114.7
1082,89Nm@3500rpm,89.0
1083,343 Nm @ 1400-3400 rpm,343.0
1084,113.8nm@4000rpm,113.8
1085,113Nm@4400rpm,113.0
1086,69Nm@3500rpm,69.0
1087,89Nm@3500rpm,89.0
1088,96Nm@3500rpm,96.0
1089,171.6Nm@1500-4000rpm,171.6
1090,259.87Nm@1900-2750rpm,259.87
1091,"42 @ 2,000 (kgm@rpm)",411.6
1092,178Nm@1750-4500rpm,178.0
1093,550Nm@1750-2750rpm,550.0
1094,98Nm@3000rpm,98.0
1095,218Nm@4200rpm,218.0
1096,430Nm@1750-2500rpm,430.0
1097,91nm@4250rpm,91.0
1098,110Nm@4800rpm,110.0
1099,90Nm@3500rpm,90.0
1100,350Nm@1750-2500rpm,350.0
1101,114.7Nm@4000rpm,114.7
1102,115Nm@4000rpm,115.0
1103,113Nm@3300rpm,113.0
1104,91Nm@4250rpm,91.0
1105,240Nm@1600-2800rpm,240.0
1106,145Nm@4600rpm,145.0
1107,170nm@1750-4000rpm,170.0
1108,95Nm@3000-4300rpm,95.0
1110,175Nm@1500-4100rpm,175.0
1111,175Nm@1500-4100rpm,175.0
1112,178Nm@1750-4500rpm,178.0
1113,"16.3 @ 2,000 (kgm@rpm)",159.74
1114,619Nm@1600-2400rpm,619.0
1115,520Nm@2000-4200rpm,520.0
1116,85Nm@2500rpm,85.0
1117,114.7Nm@4000rpm,114.7
1118,140Nm@4400rpm,140.0
1119,170Nm@1750-4000rpm,170.0
1120,350Nm@1750-2500rpm,350.0
1121,89Nm@3500rpm,89.0
1122,69Nm@3500rpm,69.0
1123,240Nm@1600-2800rpm,240.0
1124,113.8nm@4000rpm,113.8
1125,200Nm@1900rpm,200.0
1126,140Nm@4400rpm,140.0
1127,69Nm@3500rpm,69.0
1128,"11.4 kgm at 4,000 rpm",111.72000000000001
1129,138nm@4400rpm,138.0
1130,138nm@4400rpm,138.0
1131,111.8Nm@4000rpm,111.8
1132,200Nm@1750rpm,200.0
1133,109Nm@4500rpm,109.0
1134,200Nm@2000rpm,200.0
1135,"25.5 @ 2,750-4,250 (kgm@rpm)",249.9
1136,74.5Nm@4000rpm,74.5
1138,171.6Nm@1500-4000rpm,171.6
1139,90Nm@3500rpm,90.0
1140,90Nm@3500rpm,90.0
1141,113Nm@4200rpm,113.0
1142,114.7Nm@4000rpm,114.7
1143,62Nm@3000rpm,62.0
1144,113.75nm@4000rpm,113.75
1145,180Nm@2000rpm,180.0
1146,114.7Nm@4000rpm,114.7
1147,91Nm@4250rpm,91.0
1148,111.8Nm@4000rpm,111.8
1149,500Nm@1600-1800rpm,500.0
1150,190Nm@1750rpm,190.0
1151,110Nm@3750rpm,110.0
1152,"9.4 @ 2,750 (kgm@rpm)",92.12
1153,132Nm@3000rpm,132.0
1154,250Nm@1500-3000rpm,250.0
1155,90Nm@3500rpm,90.0
1156,146Nm at 4800 rpm,146.0
1157,113Nm@4200rpm,113.0
1158,90Nm@3500rpm,90.0
1159,114.7Nm@4000rpm,114.7
1160,160Nm@2000rpm,160.0
1161,113Nm@4200rpm,113.0
1162,113.75nm@4000rpm,113.75
1163,113Nm@4200rpm,113.0
1164,170Nm@1800-2400rpm,170.0
1165,113Nm@4200rpm,113.0
1166,115Nm@4000rpm,115.0
1167,110Nm@4800rpm,110.0
1168,160Nm@2800-3600rpm,160.0
1169,219.66nm@1500-2750rpm,219.66
1170,90.3Nm@4200rpm,90.3
1171,400Nm@1400-2800rpm,400.0
1172,113.7Nm@4000rpm,113.7
1173,180Nm@2000rpm,180.0
1174,380Nm@1750-2500rpm,380.0
1176,320Nm@1750-3000rpm,320.0
1177,219.7Nm@1500-2750rpm,219.7
1178,250Nm@1500-4500rpm,250.0
1179,89Nm@3500rpm,89.0
1180,91Nm@4250rpm,91.0
1181,85Nm@2500rpm,85.0
1182,113Nm@4400rpm,113.0
1183,113Nm@4400rpm,113.0
1184,114.7Nm@4000rpm,114.7
1185,110Nm@4800rpm,110.0
1186,380Nm@2000rpm,380.0
1187,180Nm@1440-1500rpm,180.0
1188,91Nm@4250rpm,91.0
1189,190Nm@2000rpm,190.0
1190,113Nm@4200rpm,113.0
1191,180Nm@2000rpm,180.0
1192,180Nm@2000rpm,180.0
1193,96.1Nm@3000rpm,96.1
1194,113.8nm@4000rpm,113.8
1196,89Nm@3500rpm,89.0
1197,113Nm@4400rpm,113.0
1198,330Nm@1600-2800rpm,330.0
1199,219.7Nm@1500-2750rpm,219.7
1200,89Nm@3500rpm,89.0
1201,200Nm@1750rpm,200.0
1202,113Nm@4400rpm,113.0
1203,170Nm@1400-4500rpm,170.0
1204,113Nm@4400rpm,113.0
1205,89Nm@3500rpm,89.0
1206,320Nm@1700-2700rpm,320.0
1207,259.9Nm@1900-2750rpm,259.9
1208,"34.7 @ 1,750-3,000 (kgm@rpm)",340.06000000000006
1209,145Nm@4600rpm,145.0
1210,178Nm@1750-4500rpm,178.0
1211,160Nm@2000rpm,160.0
1212,"11.4 kgm at 4,000 rpm",111.72000000000001
1213,300Nm@1200-4000rpm,300.0
1214,242nm@1500-3200rpm,242.0
1215,113.75nm@4000rpm,113.75
1216,300Nm@1500-2500rpm,300.0
1217,91Nm@4250rpm,91.0
1218,145Nm@4300rpm,145.0
1219,"12.7 @ 2,700 (kgm@rpm)",124.46000000000001
1220,145Nm@4600rpm,145.0
1221,113Nm@4400rpm,113.0
1223,146Nm at 4800 rpm,146.0
1225,247Nm@1800-2000rpm,247.0
1226,430Nm@1750-2500rpm,430.0
1227,117nm@4000rpm,117.0
1228,360Nm@1400-3200rpm,360.0
1229,400Nm@1750-2500rpm,400.0
1230,20.4@1400-3400 (kgm@rpm),199.92
1231,220Nm@1350-4300rpm,220.0
1232,115Nm@4000rpm,115.0
1233,113Nm@4200rpm,113.0
1234,343 Nm @ 1400-3400 rpm,343.0
1235,91Nm@4250rpm,91.0
1236,113Nm@4200rpm,113.0
1237,380Nm@1750-2750rpm,380.0
1238,140Nm@4400rpm,140.0
1239,400Nm@1600-2800rpm,400.0
1240,115Nm@4000rpm,115.0
1241,205Nm@1750-3250rpm,205.0
1242,110Nm@4800rpm,110.0
1243,245Nm@1750rpm,245.0
1244,250Nm@1250-5000rpm,250.0
1245,350Nm@1750-2500rpm,350.0
1246,180Nm@2000rpm,180.0
1247,200Nm@1750rpm,200.0
1248,149Nm@4500rpm,149.0
1249,95Nm@3000-4300rpm,95.0
1250,90Nm@3500rpm,90.0
1251,219.7Nm@1500-2750rpm,219.7
1252,113Nm@4400rpm,113.0
1253,90Nm@3500rpm,90.0
1254,91Nm@4250rpm,91.0
1255,113.7Nm@4000rpm,113.7
1256,175Nm@1500-4100rpm,175.0
1257,113Nm@4400rpm,113.0
1258,151Nm@4850rpm,151.0
1259,113Nm@4400rpm,113.0
1260,113.75nm@4000rpm,113.75
1261,330Nm@1600-2800rpm,330.0
1262,171.6Nm@1500-4000rpm,171.6
1263,178Nm@1750-4500rpm,178.0
1264,153Nm@3750-3800rpm,153.0
1265,153Nm@3750-3800rpm,153.0
1266,90Nm@3500rpm,90.0
1267,110Nm@4800rpm,110.0
1268,500Nm@1600-1800rpm,500.0
1269,113Nm@4200rpm,113.0
1270,153Nm@3800rpm,153.0
1271,113.75nm@4000rpm,113.75
1272,90Nm@3500rpm,90.0
1273,145Nm@4600rpm,145.0
1274,89Nm@3500rpm,89.0
1275,113.75nm@4000rpm,113.75
1277,113Nm@4400rpm,113.0
1278,90Nm@3500rpm,90.0
1279,113Nm@4400rpm,113.0
1280,200Nm@1750rpm,200.0
1281,330Nm@1600-2800rpm,330.0
1282,420Nm@1400-2600rpm,420.0
1283,114Nm@4000rpm,114.0
1284,380Nm@1750-2500rpm,380.0
1285,420Nm@1900-2800rpm,420.0
1286,400Nm@1750-3000rpm,400.0
1287,114Nm@4000rpm,114.0
1288,360Nm@1750-2800rpm,360.0
1289,178Nm@1750-4500rpm,178.0
1290,250Nm@1250-5000rpm,250.0
1291,120Nm@4250rpm,120.0
1292,113Nm@4400rpm,113.0
1293,320Nm@1750-2500rpm,320.0
1294,89Nm@3500rpm,89.0
1295,110Nm@4800rpm,110.0
1296,145Nm@3750rpm,145.0
1297,190Nm@2000rpm,190.0
1298,250Nm@1250-5000rpm,250.0
1299,113.75nm@4000rpm,113.75
1300,113nm@3300rpm,113.0
1301,343Nm@1400-2800rpm,343.0
1302,146Nm at 4800 rpm,146.0
1303,320Nm@1750-3000rpm,320.0
1304,171.6Nm@1500-4000rpm,171.6
1305,400Nm@1750-2500rpm,400.0
1306,172Nm@1500-4000rpm,172.0
1307,380Nm@1750-2750rpm,380.0
1308,400Nm@1750-2500rpm,400.0
1309,400Nm@1750-2500rpm,400.0
1310,540Nm@1750-3000rpm,540.0
1311,89Nm@3500rpm,89.0
1312,145Nm@4600rpm,145.0
1313,142Nm@4000rpm,142.0
1314,113Nm@4400rpm,113.0
1315,113Nm@4400rpm,113.0
1316,259.87NM@1500-3000rpm,259.87
1317,115Nm@4000rpm,115.0
1318,151Nm@4850rpm,151.0
1319,140Nm@4200rpm,140.0
1320,114Nm@4000rpm,114.0
1321,113.75nm@4000rpm,113.75
1322,259.8Nm@1900-2750rpm,259.8
1323,145Nm@4600rpm,145.0
1324,170Nm@1750-4000rpm,170.0
1326,215Nm@1750-3000rpm,215.0
1327,400Nm,400.0
1328,200Nm@1750rpm,200.0
1329,"35.7 @ 1,750-3,000 (kgm@rpm)",349.86000000000007
1330,373.5Nm@1500-2400rpm,373.5
1331,113Nm@4400rpm,113.0
1332,145Nm@4600rpm,145.0
1333,242nm@1500-3200rpm,242.0
1334,114Nm@4000rpm,114.0
1335,113Nm@4400rpm,113.0
1336,114Nm@3500rpm,114.0
1337,113.7Nm@4000rpm,113.7
1338,151Nm@4850rpm,151.0
1339,69Nm@3500rpm,69.0
1340,113Nm@4400rpm,113.0
1341,110Nm@4800rpm,110.0
1342,440Nm@1750-2750rpm,440.0
1343,215Nm@1750-2500rpm,215.0
1344,360Nm@1750-2800rpm,360.0
1345,110Nm@4800rpm,110.0
1346,200Nm@2000-3500rpm,200.0
1347,138Nm@4400rpm,138.0
1348,171.6Nm@1500-4000rpm,171.6
1349,620Nm@1600-2400rpm,620.0
1350,400Nm@1750-2500rpm,400.0
1351,145Nm@4600rpm,145.0
1352,113Nm@4400rpm,113.0
1353,175Nm@1500-4100rpm,175.0
1354,90Nm@3500rpm,90.0
1355,113Nm@4400rpm,113.0
1356,219.66nm@1500-2750rpm,219.66
1357,113Nm@4400rpm,113.0
1358,91Nm@4250rpm,91.0
1359,90Nm@3500rpm,90.0
1360,151Nm@4850rpm,151.0
1361,138Nm@4400rpm,138.0
1362,224nm@1500-2750rpm,224.0
1363,110Nm@3000-4300rpm,110.0
1364,170nm@1750-4000rpm,170.0
1365,138Nm@4400rpm,138.0
1366,51Nm@4000+/-500rpm,51.0
1367,170Nm@1750-4000rpm,170.0
1368,207Nm@2200rpm,207.0
1369,205Nm@1750-3250rpm,205.0
1370,343Nm@1400-3400rpm,343.0
1371,90Nm@3500rpm,90.0
1372,145Nm@4600rpm,145.0
1373,280Nm@2400-2800rpm,280.0
1374,69Nm@3500rpm,69.0
1375,113Nm@4400rpm,113.0
1376,145Nm@4600rpm,145.0
1377,69Nm@3500rpm,69.0
1378,110Nm@4800rpm,110.0
1379,110Nm@4800rpm,110.0
1380,99Nm@4500 rpm,99.0
1381,110Nm@4800rpm,110.0
1382,113Nm@3300rpm,113.0
1383,219.6Nm@1500-2750rpm,219.6
1384,250Nm@1750-2500rpm,250.0
1385,145Nm@4300rpm,145.0
1386,113.75nm@4000rpm,113.75
1387,110Nm@4800rpm,110.0
1388,114Nm@4000rpm,114.0
1389,400Nm@1500-4000rpm,400.0
1390,380Nm@1750-2500rpm,380.0
1391,114Nm@4000rpm,114.0
1392,60Nm@3500rpm,60.0
1393,151Nm@4850rpm,151.0
1394,113Nm@4400rpm,113.0
1395,113Nm@4200rpm,113.0
1396,560Nm@1500-3000rpm,560.0
1397,110Nm@4800rpm,110.0
1398,110Nm@4800rpm,110.0
1399,145Nm@4600rpm,145.0
1400,113Nm@4400rpm,113.0
1401,245Nm@1750rpm,245.0
1402,104Nm@4000rpm,104.0
1403,200Nm@1400-3400rpm,200.0
1404,146Nm@4800rpm,146.0
1405,619Nm@1600-2400rpm,619.0
1406,350Nm@1750-2500rpm,350.0
1407,140Nm@4200rpm,140.0
1408,149Nm@4500rpm,149.0
1409,113Nm@4200rpm,113.0
1410,242nm@1500-3200rpm,242.0
1411,330Nm@1600-2800rpm,330.0
1412,91Nm@4250rpm,91.0
1413,113.75nm@4000rpm,113.75
1414,110Nm@4800rpm,110.0
1415,190Nm@2000rpm,190.0
1416,113Nm@4200rpm,113.0
1417,190Nm@2000rpm,190.0
1418,150Nm@4500rpm,150.0
1419,145Nm@4600rpm,145.0
1420,154.9Nm@4200rpm,154.9
1421,242nm@1500-3200rpm,242.0
1422,113Nm@4200rpm,113.0
1423,144Nm@4500rpm,144.0
1424,114Nm@4000rpm,114.0
1425,111.8Nm@4000rpm,111.8
1426,350Nm@1750-2500rpm,350.0
1427,259.87nm@1500-3000rpm,259.87
1428,209Nm@2000rpm,209.0
1429,90Nm@3500rpm,90.0
1430,240.26nm@1500-2750rpm,240.26
1431,90Nm@3500rpm,90.0
1432,330Nm@1600-2800rpm,330.0
1433,115Nm@4000rpm,115.0
1434,99Nm@4500 rpm,99.0
1435,149Nm@4500rpm,149.0
1436,90Nm@3500rpm,90.0
1437,145Nm@4600rpm,145.0
1438,280Nm@1350rpm,280.0
1439,200Nm@1750rpm,200.0
1440,91Nm@4250rpm,91.0
1441,113Nm@4200rpm,113.0
1442,190Nm@2000rpm,190.0
1443,"11.4 kgm at 4,000 rpm",111.72000000000001
1444,110Nm@4800rpm,110.0
1445,400Nm@1750-2500rpm,400.0
1446,200Nm@1750rpm,200.0
1447,330Nm@1600-2800rpm,330.0
1448,90Nm@3500rpm,90.0
1449,"22.9@1,950-4,700 (kgm@rpm)",224.42000000000002
1450,154.9Nm@4200rpm,154.9
1451,114.7Nm@4000rpm,114.7
1452,151Nm@4850rpm,151.0
1453,"11.4 kgm at 4,000 rpm",111.72000000000001
1454,500Nm@1400-3250rpm,500.0
1455,99.04Nm@4500rpm,99.04
1456,250Nm@1500-3500rpm,250.0
1457,191nm@4500rpm,191.0
1458,240 Nm @ 2000 rpm,240.0
1459,91Nm@4250rpm,91.0
1460,250Nm@1500-2500rpm,250.0
1461,114Nm@4000rpm,114.0
1462,115Nm@4000rpm,115.0
1463,115Nm@4000rpm,115.0
1464,90Nm@3500rpm,90.0
1465,190Nm@2000rpm,190.0
1466,400Nm,400.0
1467,114.7Nm@4000rpm,114.7
1468,400Nm@1400-2800rpm,400.0
1469,113Nm@4400rpm,113.0
1470,190Nm@2000rpm,190.0
1471,"11.4 kgm at 4,000 rpm",111.72000000000001
1472,195Nm@1400-2200rpm,195.0
1473,250Nm@1500-3000rpm,250.0
1474,113Nm@4200rpm,113.0
1475,117nm@4000rpm,117.0
1476,343Nm@1400-3400rpm,343.0
1477,"145@4,100 (kgm@rpm)",1421.0
1478,109Nm@4500rpm,109.0
1479,219.7Nm@1500-2750rpm,219.7
1480,114Nm@4000rpm,114.0
1482,101Nm@3000rpm,101.0
1483,160Nm@2800-3600rpm,160.0
1484,99.04Nm@4500rpm,99.04
1485,110Nm@4800rpm,110.0
1486,500Nm@1600-1800rpm,500.0
1487,90Nm@3500rpm,90.0
1488,90Nm@3500rpm,90.0
1489,400Nm@1750-2500rpm,400.0
1490,150Nm@4500rpm,150.0
1491,114.74Nm@4200rpm,114.74
1492,110Nm@4800rpm,110.0
1493,400Nm@1750-2500rpm,400.0
1494,113Nm@4200rpm,113.0
1495,113.75nm@4000rpm,113.75
1496,260Nm@1500-2750rpm,260.0
1497,350Nm@1750-2500rpm,350.0
1498,145Nm@4600rpm,145.0
1500,109Nm@4500rpm,109.0
1501,94.14Nm@3500rpm,94.14
1502,109Nm@4500rpm,109.0
1503,190Nm@2000rpm,190.0
1504,145Nm@4600rpm,145.0
1506,259.9Nm@1900-2750rpm,259.9
1507,171.6Nm@1500-4000rpm,171.6
1508,145Nm@4600rpm,145.0
1509,320Nm@1500-3900rpm,320.0
1510,145Nm@4600rpm,145.0
1511,115Nm@4000rpm,115.0
1512,114Nm@4000rpm,114.0
1513,90Nm@3500rpm,90.0
1514,245nm@4000rpm,245.0
1515,90Nm@3500rpm,90.0
1516,109Nm@4500rpm,109.0
1517,110Nm@4800rpm,110.0
1518,200Nm@1750rpm,200.0
1519,250Nm@1400-2800rpm,250.0
1520,110 Nm @ 4500 rpm ,110.0
1521,115Nm@4000rpm,115.0
1522,115Nm@3500-3600rpm,115.0
1523,245Nm@1750rpm,245.0
1524,172nm@1500-4000rpm,172.0
1525,145Nm@4600rpm,145.0
1526,173Nm@4000rpm,173.0
1527,200Nm@2000-3500rpm,200.0
1528,205Nm@1800-2800rpm,205.0
1529,190Nm@2000rpm,190.0
1530,151Nm@4850rpm,151.0
1531,400Nm@1750-3000rpm,400.0
1532,108.5Nm@5000rpm,108.5
1533,580Nm@1400-3250rpm,580.0
